date,title,price,weight,kind,site,location
2022-08-22 22:29:46, 앤드마켓 햇살 듬뿍 사과즙 100ml x 100팩(벌크) ,20900,None,,Gmarket,
2022-08-22 22:29:46, 고당도 아삭 청송사과 실중량 9kg가정용(42~56과) ,44900,9,,Gmarket,경상북도
2022-08-22 22:29:48, 새콤달콤 아삭아삭 햇 부사 꿀사과 10kg 8kg 흠집 중과 ,28900,8,부사,Gmarket,
2022-08-22 22:29:49, 아침이슬사과 첫수확 햇 아오리 사과 3kg 소과(18-21과)과수당 150g 이상 ,13900,3,아오리,Gmarket,
2022-08-22 22:29:50, 아오리 사과 5kg (소과/26-30과내외) ,10900,5,아오리,Gmarket,
2022-08-22 22:29:51, 사과를 박스채 담아 청송사과 9kg(20~26과)-대과-추천 ,99000,9,,Gmarket,경상북도
2022-08-22 22:29:52, 청송 햇사과 사과선물세트 홍로사과 5kg 16-18과 일반선물 ,33800,5,홍로,Gmarket,경상북도
2022-08-22 22:29:53, 사과 경북 사과 실속세트 4kg/18과내외 ,38900,4,,Gmarket,경상북도
2022-08-22 22:29:54, 햇 홍로 사과 5kg(실중량/24-26과내외)가정용 ,22900,5,홍로,Gmarket,
2022-08-22 22:29:56, 썬플러스 고당도 사과 2kg(9-12과) 가정용 홍로 ,13900,2,홍로,Gmarket,
2022-08-22 22:29:57, 사과 프리미엄 선물세트 4kg 12과내외(대과)/제수용 ,62900,4,,Gmarket,
2022-08-22 22:29:59, e경남몰밀양 혼합 과일선물세트 1호 5kg (사과 400g 5과 / 배800g 4과) ,93800,5,,Gmarket,경상남도
2022-08-22 22:29:59, 장길영사과 갈아먹는 알뜰사과 특대과 10kg(20~32과) ,19900,10,,Gmarket,
2022-08-22 22:30:01, 청송사과 여름사과 가정용사과 햇사과 꿀사과 홍로사과 3kg 13-15과 ,15800,3,홍로,Gmarket,경상북도
2022-08-22 22:30:03,  넛츠피아  잇츠넛 프리미엄 23g X 100봉 낱봉 매일 견과류 하루견과 한줌견과 ,69900,None,,Gmarket,
2022-08-22 22:30:03, 사과 배  사과(9과)+배(5과) 실속세트 ,46900,None,,Gmarket,
2022-08-22 22:30:04, 사과만 100% 사과꽃향기 사과즙  100mlX100팩 할인쿠폰 ,26900,None,,Gmarket,
2022-08-22 22:30:09, 사과즙 애플순 110ml x 80포 ,23900,None,,Gmarket,
2022-08-22 22:30:10, 경북 초록 아오리 사과 2kg(12과내외) ,10900,2,아오리,Gmarket,경상북도
2022-08-22 22:30:11, 사과 배 선물세트 과수원길 제수용 사과4kg+배4kg총8kg ,84900,4,,Gmarket,
2022-08-22 22:30:12, 경북 홍로 사과 햇사과 5kg (25-34과) ,29900,5,홍로,Gmarket,경상북도
2022-08-22 22:30:13, 햇살가득 명절과일선물 사과3kg9과내외+띠지+보자기 ,41900,3,,Gmarket,
2022-08-22 22:30:14, 사과를 박스채 담아 청송사과 9kg(28~34과)중대-추천 ,69900,9,,Gmarket,경상북도
2022-08-22 22:30:15, 경북 아오리 / 썸머킹 사과 2kg(10과내외)중 22년 수확 ,14900,2,아오리,Gmarket,경상북도
2022-08-22 22:30:16, 아오리 사과 4kg (중대과/15-18과내외) ,21900,4,아오리,Gmarket,
2022-08-22 22:30:17, 아오리 사과 7kg내외(52과내외)/가정용 ,14900,7,아오리,Gmarket,
2022-08-22 22:30:30, (굿스사과) (2022년 첫수확) 썸머킹 초록 아오리 햇사과 4kg(20-30과) ,9900,4,아오리,Gmarket,
2022-08-22 22:30:33, 경북 아오리 / 썸머킹 사과 3kg(15과내외)중 22년 수확 ,18500,3,아오리,Gmarket,경상북도
2022-08-22 22:30:34, 과수원길 정품 사과 과일선물 정품사과4kg 띠지+보자기 ,54900,4,,Gmarket,
2022-08-22 22:30:36, 떨이농산 막 드릴게요 햇 홍로 사과 실중량 8kg 꼬마~소과 ,32900,8,홍로,Gmarket,
2022-08-22 22:30:37, 꿀사과 5kg (21-25과내외)/2022 홍로 꿀사과/실속형특품 ,25390,5,홍로,Gmarket,
2022-08-22 22:30:37, 아오리 사과 3kg내외(24과내외)/가정용 ,11900,3,아오리,Gmarket,
2022-08-22 22:30:38, 햇 빨간 정품 홍로 사과 2kg내외(14-16과내외)꼬마소과 ,11900,2,홍로,Gmarket,
2022-08-22 22:30:40, 델몬트 드링크4종(사과 망고 포도 오렌지)x8 총32팩 혼합 ,18900,None,,Gmarket,
2022-08-22 22:30:41, 특가 믿고먹는 청송애플농원 사과즙 100팩 사과100프로원액 8월생산 ,24900,None,,Gmarket,경상북도
2022-08-22 22:30:41, 경북 사과 실속세트 4kg(15과내외)/중대과 ,45900,4,,Gmarket,경상북도
2022-08-22 22:30:42, e경남몰밀양 사과 선물세트 3호 330g 4.6kg(14-15과) ,68800,4.6,,Gmarket,경상남도
2022-08-22 22:30:43, e경남몰밀양 사과 선물세트 2호 4.5kg(12-13과) ,81300,4.5,,Gmarket,경상남도
2022-08-22 22:30:44, e경남몰밀양 사과 선물세트 1호 4.5kg(9-11과) ,87500,4.5,,Gmarket,경상남도
2022-08-22 22:30:46, e경남몰밀양 실속혼합 과일선물세트 5호 (사과 350g 4과 / 배 700g 1과) ,43700,None,,Gmarket,경상남도
2022-08-22 22:30:47, e경남몰밀양 실속혼합 과일선물세트 4호 (사과 350g 3과 / 배 700g 3과) ,50000,None,,Gmarket,경상남도
2022-08-22 22:30:49, e경남몰밀양 오과혼합세트 2호(사과 380g이상 3과 / 배 700g 1과/대추 250g/밤 400g/곶감 7-10과) ,68800,None,,Gmarket,경상남도
