date,title,price,weight,kind,site,location
2022-08-24 03:12:04,맛있는 김치 태백산 고원 배추김치 3kg 5kg 모음전 묵은지,24900,5,배추,Naver,강원도
2022-08-24 03:12:10,농협 풍산 포기배추김치 김장 김치 품평회 대상 3kg/5kg,36000,5,배추,Naver,
2022-08-24 03:12:16,"한경 전라도 해풍 생 포기 김치 5kg, 10kg",24900,5,배추,Naver,전라남도
2022-08-24 03:12:22,조선호텔 포기김치 4kg + 열무김치 1.5kg,39400,5.5,배추,Naver,
2022-08-24 03:12:25,행복이온 포기김치 5kg,38500,5,배추,Naver,
2022-08-24 03:12:27,오래오래 맛있는 포기김치 3kg,20310,3,배추,Naver,
2022-08-24 03:12:30,맛있게 매운 대전 선화동 실비 김치 1.3kg,20000,1.3,배추,Naver,대전광역시
2022-08-24 03:12:36,갓 담근 생김치 포기김치 3kg,18280,3,배추,Naver,
2022-08-24 03:12:41,전라도 김장김치 5kg,26890,5,배추,Naver,전라남도
2022-08-24 03:12:43,배추김치 1kg,11800,1,배추,Naver,
2022-08-24 03:12:45,"대전 선화동 소머리 해장국 매운 실비 김치 1.3kg , 2kg",20000,1.3,배추,Naver,대전광역시
2022-08-24 03:12:51,전주진김치 배추 포기 매운맛 1kg 국산 전라도 김치,13000,1,배추,Naver,전라남도
2022-08-24 03:12:56,맛있는 전라도 보쌈김치 2kg,22500,1,배추,Naver,전라남도
2022-08-24 03:12:59,"예스레 맛있는 포기 배추김치 4kg,7kg,10kg 주문제작",27900,4710,배추,Naver,
2022-08-24 03:13:03,양반 캔 김치160g,1780,,,Naver,
2022-08-24 03:13:06,안동 학가산 김치 고랭지 포기 총각 깍두기 백김치 등,26000,7,배추,Naver,경상북도
2022-08-24 03:13:14,노브랜드 별미포기김치3.5kg,14980,3.5,배추,Naver,
2022-08-24 03:13:15,훼미리푸드100% 국내산 포기김치 맛김치 오이소박이 등 각종김치 당일제작,22500,3,배추,Naver,서울특별시
2022-08-24 03:13:22,말바우시장선김치 전라도 국산 포기 배추김치 3kg/2kg,37500,2,배추,Naver,전라남도
2022-08-24 03:13:26,중국산 배추 김치 10kg 중국 수입 생 포기 자른 김치 식당용 업소용,13900,10,배추,Naver,
2022-08-24 03:13:35,아삭하고 시원한 포기김치 3.3kg,17620,3.3,배추,Naver,
2022-08-24 03:13:37,해오름 해뜸김치 국내산 국산 포기 배추 김장 김치 2kg,19900,5,배추,Naver,
2022-08-24 03:13:40,진선미 포기김치 10kg,37640,10,배추,Naver,
2022-08-24 03:13:41,서울요리원 포기김치 10kg,43970,10,배추,Naver,서울특별시
2022-08-24 03:13:42,마녀 포기김치 10kg,17490,10,배추,Naver,
2022-08-24 03:13:43,옹골찬 배추 포기 김치 5Kg 썰은 슬라이스 백 다진 김치 수입 중국산 식당 업소용,12900,5,배추,Naver,강원도
2022-08-24 03:13:49,특제육수 조선호텔 썰은 포기김치 1.9kg,38100,1.9,배추,Naver,
2022-08-24 03:13:52,전라도 포기김치1kg 국산 김장김치,9900,1,배추,Naver,전라남도
2022-08-24 03:13:55,숙성 맛김치 2kg,13500,2,배추,Naver,
2022-08-24 03:13:57,조선호텔 맛김치 1.9kg,19550,1.9,배추,Naver,
2022-08-24 03:13:59,마이산 포기김치 10kg,34900,10,배추,Naver,
2022-08-24 03:14:01,[웅엄마김치] 포기김치 1kg,13000,1,배추,Naver,
2022-08-24 03:14:04,톡톡 포기김치 3.3kg,22140,3.3,포기,Naver,
2022-08-24 03:14:06,시원하고 깔끔한 포기김치 3.3kg,28800,3.3,배추,Naver,
2022-08-24 03:14:09,맛있는 김치 도미솔 포기김치 5Kg,27500,5,배추,Naver,
2022-08-24 03:14:12,맛있는 김치 태백산 고원 배추김치 10kg 전국 택배 주문,55500,10,배추,Naver,강원도
2022-08-24 03:14:20,우리땅 배추김치 소백 5kg,24900,5,배추,Naver,
2022-08-24 03:14:23,썰은 배추김치 2.6kg,20500,2.6,배추,Naver,
2022-08-24 03:14:25,매운김치 포기 국산 실비김치 1kg 남의손김치,15000,1,배추,Naver,
2022-08-24 03:14:29,이맛이김치 맛있게 매운 불김치 전라도 배추 포기 김치 1kg 당일생산,11500,1,배추,Naver,전라남도
2022-08-24 03:14:36,[산들바람김치]신의 한 수 애국 김치 세트,25000,4,배추,Naver,경기도
2022-08-24 03:14:40,26년 전통맛집 명장 김치 모음전,8900,,,Naver,
2022-08-24 03:14:44,친정 배추김치 3kg,15490,3,배추,Naver,
2022-08-24 03:14:49,남도김치 생포기김치 10kg,50900,10,배추,Naver,
2022-08-24 03:14:51,맛있게 매운 핵폭탄 김치 배추 겉절이 1kg,9800,1,배추,Naver,
2022-08-24 03:14:56,[물가안정] 유정임 프리미엄 포기김치 (포기12kg),38320,12,포기,Naver,
2022-08-24 03:14:59,전라도 배추김치 국산 포기김치주문 10kg 저염식 당일제조,14900,2,배추,Naver,전라남도
2022-08-24 03:15:06,포기배추김치 10kg,45750,10,배추,Naver,
2022-08-24 03:15:07,안동 학가산 포기 김치 10kg,48000,10,배추,Naver,경상북도
2022-08-24 03:15:11,친정 배추김치 5kg,23020,5,배추,Naver,
2022-08-24 03:15:13,맛김치 10kg 썰은김치 절단김치 업소용 식당용 중국산수입,15600,10,배추,Naver,
2022-08-24 03:15:18,다다잇쿡 전라도 김장김치 남도 젓갈 해남 배추 생 굴 광주 매운 맛 주문 1kg 3kg 5,25900,3,배추,Naver,전라남도
2022-08-24 03:15:30,종가집 [본사직송] 종가집 행복이온 전라도 포기김치 10kg,49320,10,포기,Naver,전라남도
2022-08-24 03:15:35,해울 생 포기김치 10kg,16500,10,포기,Naver,
2022-08-24 03:15:38,워커힐호텔 배추김치 9kg,53180,9,배추,Naver,
2022-08-24 03:15:40,포기김치 멸치젓 5kg,29355,5,배추,Naver,
2022-08-24 03:15:42,무명김치 전라도 포기김치 2KG 100% 국산 김장김치 주문,19000,2,배추,Naver,전라남도
2022-08-24 03:15:48,김치가 남도김장 포기김치 2kg,22000,2,배추,Naver,
2022-08-24 03:15:51,노브랜드 별미맛김치1.9kg,9980,1.9,배추,Naver,
2022-08-24 03:15:52,[농협] 한국농협김치 포기김치 10kg,59800,10,배추,Naver,
2022-08-24 03:15:55,썰은 배추김치 900g,9210,,배추,Naver,
2022-08-24 03:15:57,[종가집] 김치 1kg 골라담기 (택1),11900,1,배추,Naver,
2022-08-24 03:16:01,청김치 경상도 맛있는 고랭지 8종 김치주문 국산 배추 생 김장 매운 맛 3 5 10kg,33900,5,배추,Naver,경상북도
2022-08-24 03:16:11,조풍연 매운 불 실비 김치 당일생산 2kg,28000,2,실비,Naver,
2022-08-24 03:16:16,해드림 生포기김치 10kg,15840,10,포기,Naver,
2022-08-24 03:16:19,안동 학가산(일반) 포기김치 10kg,39000,10,배추,Naver,경상북도
2022-08-24 03:16:22,맛있는 김치 도미솔 포기김치 10Kg,45000,,포기,Naver,
