date,title,price,weight,kind,site,location
2022-08-24 06:34:56, 경북 사과 빨간홍로 사과  3kg 20과내외 ,11900,3,홍로,Gmarket,경상남도
2022-08-24 06:34:58, 사과 추석 프리미엄 선물세트 5kg (15~16과) ,33570,5,,Gmarket,
2022-08-24 06:35:01, 사과배혼합 B. 福주머니 사과배혼합 2호 (왕특) ,89900,,,Gmarket,
2022-08-24 06:35:08, 사과배혼합 A. 福주머니 사과배혼합 1호 (특대) ,69900,,,Gmarket,
2022-08-24 06:35:10, 정성담은 명절 사과선물세트 5kg (15~16과) +보자기증정 ,33900,5,,Gmarket,
2022-08-24 06:35:13, 삼립 정통 밤만쥬 23g x 100개/ 사과맛쿠키/약과 ,14600,,,Gmarket,
2022-08-24 06:35:14, 사과 선물세트 4kg내외(18과내외)실속형/명절선물세트 ,37900,4,,Gmarket,
2022-08-24 06:35:16, 정관장 아이키커 사과 100ml x 50개 ,45900,,,Gmarket,
2022-08-24 06:35:17, 사과배혼합세트(5.4kg내외/사과6+배6) 명절과일세트 ,54900,5.4,,Gmarket,
2022-08-24 06:35:20, 1+1 물 타지 않은 리얼 사과즙(30포+30포) 애플순 ,22900,,,Gmarket,
2022-08-24 06:35:22, 녹즙 매일배송 케일 사과 130ml 4주(총 20회) ,52500,,,Gmarket,
2022-08-24 06:35:24, 명절사과선물세트 경북안동사과 홍로 5kg14과내 ,59900,5,홍로,Gmarket,경상북도
2022-08-24 06:35:27, 상하목장 유기농 사과블루베리케일 주스 125ml 24팩+사과딸기케일 주스 125ml 24팩 ,36500,,,Gmarket,
2022-08-24 06:35:30, 과수원길 사과 배 과일선물 제수용 사과6과 배4과총4kg ,42900,44,,Gmarket,
2022-08-24 06:35:32, 아기사과즙 찬이네사과즙 사과주스100% 100ml 50포 ,19900,,,Gmarket,
2022-08-24 06:35:34, 철인 사과배 혼합세트 1호 5kg(사과6 배6) ,49900,5,,Gmarket,
2022-08-24 06:35:36, 사과 배 명품 혼합세트 6kg내외(배 6과+사과 6과) ,54900,6,,Gmarket,
2022-08-24 06:35:38, 율스키친 사과배 과일선물세트 배 5kg(9~10과)+사과 3kg(12~13과)+보자기 ,62900,3,,Gmarket,
2022-08-24 06:35:41, 명품 사과 배 과일선물 명품 제수용 사과6배6 총6kg ,64900,6,,Gmarket,
2022-08-24 06:35:44, 상하목장 유기농 사과블루베리케일 주스 125ml 24팩+사과오렌지케일 주스 125ml 24팩 ,36500,,,Gmarket,
2022-08-24 06:35:44, 과수원사과190mlx24펫x2박스/음료수/음료/팩음료 ,14900,,,Gmarket,
2022-08-24 06:35:46, 오늘의야채 유기농 사과당근 포도비트 200ml 10+10개입 ,25900,,,Gmarket,
2022-08-24 06:35:47, 잼있는미니사과쿠키 16g  1박스 (100개입) ,16600,,,Gmarket,
2022-08-24 06:35:52, 유기농 ABC주스 NFC착즙 사과 비트 당근 1000ml x 3병 ,29900,,,Gmarket,
2022-08-24 06:35:55, 상하목장 유기농 사과블루베리케일 주스 125ml 48팩 ,36500,,,Gmarket,
2022-08-24 06:35:57, 베러데이 사과맛 츄어블 키즈 종합 비타민 키즈데이 ,38000,,,Gmarket,
2022-08-24 06:35:58, 아이키커 사과10입+포도10입+오렌지10입 ,23900,,,Gmarket,
2022-08-24 06:35:59, 충주사과김치 포기김치10kg (일반형) ,43900,10,,Gmarket,충청북도
2022-08-24 06:36:02, 과수원길 사과 배 과일선물 선물용 사과4kg+배4kg 총8kg ,69900,8,,Gmarket,
2022-08-24 06:36:04, 양배추사과즙 100포 실속형 양배추즙 쿠폰적용가 27120원 ,33900,,,Gmarket,
2022-08-24 06:36:06, 오늘의야채 유기농 사과당근 200ml 20개입 ,25900,,,Gmarket,
